term_id,item_id,label,neg_ratio,sample_seed
TERM_11264e85,ITEM_f03870cad4cc,1,1,42
TERM_bb8a8c92,ITEM_f11a4326f4c6,0,1,42
TERM_c1e2d1ba,ITEM_8e809ea6e397,0,1,42
TERM_24b70392,ITEM_2476a6bbff3e,1,1,42
TERM_c7f94e68,ITEM_7439c3298ce0,1,1,42
TERM_d177e098,ITEM_937e38a315f7,0,1,42
TERM_9aa9195a,ITEM_813b355b51cb,1,1,42
TERM_d2d2fb51,ITEM_6685788b7252,0,1,42
TERM_6ae9146d,ITEM_86b5424254f8,1,1,42
TERM_75d3fa6b,ITEM_f90b87df32c9,1,1,42
TERM_11798510,ITEM_c830129e8878,1,1,42
TERM_baa1b852,ITEM_6a548cb3ab9d,0,1,42
TERM_12c60372,ITEM_bbc39388a64c,1,1,42
TERM_d33d3e2f,ITEM_9daea0a7b5aa,0,1,42
TERM_68e08ee1,ITEM_4f616dcebef7,0,1,42
TERM_5cca75c7,ITEM_9cd49ce16d14,1,1,42
TERM_f6f5ca7d,ITEM_62beea31746e,1,1,42
TERM_b7c3f5a7,ITEM_eb5804a50890,1,1,42
TERM_8f4f8b31,ITEM_2cc0a9955184,1,1,42
TERM_30fdb5aa,ITEM_7076c343c2c8,0,1,42
TERM_b3640211,ITEM_dde45b96f0e4,1,1,42
TERM_d3dd7e4b,ITEM_1dd39604babd,0,1,42
TERM_5e0bf6d9,ITEM_7a29f032ca10,1,1,42
TERM_d33d3e2f,ITEM_a485294dccda,1,1,42
TERM_8ab9367e,ITEM_e816b5adb02a,0,1,42
TERM_b3817c19,ITEM_cf1fb833cebb,0,1,42
TERM_604c9104,ITEM_415b908cbd07,0,1,42
TERM_89968d5d,ITEM_d5df76dca8e9,1,1,42
TERM_8f0f4af4,ITEM_2e0153a77315,0,1,42
TERM_97693130,ITEM_d1da36e4b06a,1,1,42
TERM_27c53797,ITEM_d5a613f45bf6,0,1,42
TERM_1eda316f,ITEM_5630ff2954bc,1,1,42
TERM_642df9a6,ITEM_e79d940113c8,0,1,42
TERM_2d34a408,ITEM_c0b95cbc1512,0,1,42
TERM_492e08cf,ITEM_9232e06363a9,1,1,42
TERM_6ddf41a1,ITEM_5ce9fa756053,0,1,42
TERM_c4267ea5,ITEM_cecbf0659ae6,0,1,42
TERM_0d0bc9ac,ITEM_ca96f88ad94f,0,1,42
TERM_9a6328c5,ITEM_69574a6e3bf9,1,1,42
TERM_9be87ee6,ITEM_fb0bdfb20cf7,1,1,42
TERM_f8ff41a7,ITEM_e0f190368eb5,1,1,42
TERM_ae880fa5,ITEM_a9fe927f2557,0,1,42
TERM_b4eafc3a,ITEM_184dab854335,0,1,42
TERM_65ed570d,ITEM_0e0aaeed7307,1,1,42
TERM_8bbaa35e,ITEM_575f9af8c223,0,1,42
TERM_2c6419b3,ITEM_11e95973cbe5,0,1,42
TERM_e20d0b4e,ITEM_001aebe7e609,0,1,42
TERM_7201d491,ITEM_399c8bbaa0a6,0,1,42
TERM_c6058a7d,ITEM_ef933baff081,1,1,42
TERM_c97602a4,ITEM_c5d093d50140,0,1,42
TERM_cb03fc34,ITEM_af32dfda6ff7,1,1,42
TERM_4ebb388a,ITEM_ae86cea45389,1,1,42
TERM_a80ba71f,ITEM_1a4a73e49ce2,1,1,42
TERM_2ebf6515,ITEM_7293d8b646ca,0,1,42
TERM_4cc24af3,ITEM_08398c597253,1,1,42
TERM_29af235d,ITEM_421e72005cc3,1,1,42
TERM_aac49141,ITEM_c0594d901c17,1,1,42
TERM_bedf166a,ITEM_66a55fa0ded9,0,1,42
TERM_27a0cdaf,ITEM_629c39991d8e,0,1,42
TERM_6aa3c1f9,ITEM_3a6b973c7150,0,1,42
TERM_da07b736,ITEM_a56a1ed76221,1,1,42
TERM_01cc31f3,ITEM_1ca7a141684b,1,1,42
TERM_174c3b8f,ITEM_2ca13305b145,0,1,42
TERM_1dcbfaaf,ITEM_f0a852c8f629,0,1,42
TERM_8fad353b,ITEM_89bf18149b3a,0,1,42
TERM_c7f94e68,ITEM_6aa372d45a0d,1,1,42
TERM_3d36f9b9,ITEM_aa42e2aa9410,1,1,42
TERM_d177e098,ITEM_08722827434b,1,1,42
TERM_06b981e2,ITEM_f31479fbe99e,0,1,42
TERM_e9fc42d2,ITEM_aa8f9e2561f2,1,1,42
TERM_40b9e806,ITEM_7e4e5e27c928,0,1,42
TERM_caf54972,ITEM_26305065dad0,0,1,42
TERM_0d912719,ITEM_c75b1e21e103,1,1,42
TERM_e35088aa,ITEM_3462ee8c11ff,0,1,42
TERM_513c8668,ITEM_dff8bc79aacc,1,1,42
TERM_2f70f5ad,ITEM_caa7a905d876,0,1,42
TERM_977ed9b2,ITEM_2a214eb05eb1,0,1,42
TERM_1c53df81,ITEM_38f5b2a45c88,1,1,42
TERM_e63074d7,ITEM_b324ef113313,0,1,42
TERM_06f137b7,ITEM_c15248694b5d,1,1,42
TERM_589cdf13,ITEM_802544df6ea5,1,1,42
TERM_66d99fe4,ITEM_3e81600a7543,0,1,42
TERM_d8fcef73,ITEM_d11ffbcc49d2,1,1,42
TERM_4116f03c,ITEM_901fb49056e7,1,1,42
TERM_b81100ef,ITEM_b77925fd3c9e,1,1,42
TERM_9502f56a,ITEM_2afc2ab4bd54,0,1,42
TERM_f28dca6f,ITEM_c175fa8b2041,1,1,42
TERM_6f9b5983,ITEM_d83f29ebd1a9,1,1,42
TERM_241c928d,ITEM_f2797ff2296e,1,1,42
TERM_68e08ee1,ITEM_3297a21107c1,1,1,42
TERM_b2899eab,ITEM_b84ad68d7d08,1,1,42
TERM_7d7fc1b4,ITEM_12bd72c80011,0,1,42
TERM_5490a96e,ITEM_f467a7e12212,0,1,42
TERM_c7755541,ITEM_27a9caafaad8,1,1,42
TERM_e7363b05,ITEM_1897dcafee4f,1,1,42
TERM_a80ba71f,ITEM_ee57d56cd5d8,0,1,42
TERM_9c859017,ITEM_3ddbd1e662c0,1,1,42
TERM_be698af7,ITEM_32424c2eb356,0,1,42
TERM_f4f3f4c8,ITEM_e0b917e8eb41,1,1,42
TERM_c1193464,ITEM_1a1db21d0714,0,1,42
TERM_5569fc1e,ITEM_59e98ebd71b8,1,1,42
TERM_bd6e5396,ITEM_158d7604a772,1,1,42
TERM_dd4b4876,ITEM_80a113215e21,0,1,42
TERM_f0b70a11,ITEM_b3c14f8ab0f1,0,1,42
TERM_2eedb216,ITEM_3a0d716618f3,0,1,42
TERM_10bcd5ca,ITEM_dfb23cafb25a,0,1,42
TERM_748d3b25,ITEM_cdc2a8fadd38,0,1,42
TERM_70acc401,ITEM_d1ac8c0318eb,0,1,42
TERM_e11e4983,ITEM_8e093865831a,0,1,42
TERM_730d1fc4,ITEM_d95de4746098,0,1,42
TERM_c4819818,ITEM_5612414e58a6,1,1,42
TERM_29b60092,ITEM_cf2ef1c66736,0,1,42
TERM_6f9b5983,ITEM_9f026de83970,0,1,42
TERM_7bd3cd07,ITEM_441e9016a88f,0,1,42
TERM_472cd54c,ITEM_f35dd573d2e9,1,1,42
TERM_43f435d7,ITEM_a0333de14ea0,0,1,42
TERM_09973bf2,ITEM_12422f79a3a5,1,1,42
TERM_564f5ba4,ITEM_9546ad9e0a6e,0,1,42
TERM_25c2cfea,ITEM_9373fcdbe14d,0,1,42
TERM_5c334708,ITEM_b04d58f3db1b,1,1,42
TERM_09321fbb,ITEM_34ef2d08f672,0,1,42
TERM_ba85fd9c,ITEM_d8d2cd8df5b3,1,1,42
TERM_8ff295f3,ITEM_afc0784588ed,1,1,42
TERM_14b9327a,ITEM_fcb896c1ae11,0,1,42
TERM_82859ff7,ITEM_4ed14684c96c,0,1,42
TERM_9b3d9445,ITEM_fd98133f1977,1,1,42
TERM_c89c1933,ITEM_dd91a171bc9c,0,1,42
TERM_ee101aae,ITEM_30d721ca8ffc,1,1,42
TERM_7ff620e5,ITEM_774b317cf4b5,1,1,42
TERM_0c4992dd,ITEM_d152e3b3d794,0,1,42
TERM_ff5b6b7f,ITEM_1ed895c6204f,0,1,42
TERM_164d8e83,ITEM_8d4b6882f563,0,1,42
TERM_3f8d1840,ITEM_7773dba9e892,1,1,42
TERM_8eafc854,ITEM_808a43ac0802,1,1,42
TERM_71c0888a,ITEM_527d8c5930ba,1,1,42
TERM_d6017d15,ITEM_4bbf2c14a133,1,1,42
TERM_56bdd4a8,ITEM_26c0c124e448,1,1,42
TERM_1359f4f8,ITEM_7aaf4672d252,0,1,42
TERM_4ebb388a,ITEM_2df34b4d5163,1,1,42
TERM_07ced1bc,ITEM_e6f8e8353634,1,1,42
TERM_1f6df1bf,ITEM_78464442b364,1,1,42
TERM_aa63c1cd,ITEM_fde74f02596e,0,1,42
TERM_73fe559f,ITEM_c1dfa9fd65d3,1,1,42
TERM_5e0178fc,ITEM_7218fc010c3d,0,1,42
TERM_62b61968,ITEM_db0889eb5c24,0,1,42
TERM_994afe6e,ITEM_ad4bef971f84,1,1,42
TERM_0d89d492,ITEM_1eb8f1ca739e,0,1,42
TERM_a845db0e,ITEM_fb74ff6533fe,1,1,42
TERM_f9fa209e,ITEM_ca187cc021d8,0,1,42
TERM_3cb88f4b,ITEM_5996dd8899a2,1,1,42
TERM_b547a5ee,ITEM_77b1b66a5fb5,1,1,42
TERM_e345e57f,ITEM_4876cc4585dc,1,1,42
TERM_fa65738b,ITEM_191545caa961,0,1,42
TERM_56d8f9c7,ITEM_3350cc5422eb,0,1,42
TERM_dbab806b,ITEM_037305900ae0,1,1,42
TERM_60661bf4,ITEM_492485f5bbd9,1,1,42
TERM_b014e01c,ITEM_4a6b05e9e5d3,0,1,42
TERM_53814afb,ITEM_793304a92740,0,1,42
TERM_0b7f849f,ITEM_ab35904f4373,1,1,42
TERM_9774a72f,ITEM_cec97833087c,1,1,42
TERM_8be56e37,ITEM_dd44e30188c2,1,1,42
TERM_d6755db8,ITEM_93db22d7f50c,1,1,42
TERM_9aa9195a,ITEM_a2a3d276343a,0,1,42
TERM_3aaa2a27,ITEM_a349b880c1f1,0,1,42
TERM_b6d1cccf,ITEM_a1c64b845438,0,1,42
TERM_8ab9367e,ITEM_ea9d66a89054,1,1,42
TERM_8908169c,ITEM_5e918f08c5c4,0,1,42
TERM_47be1f3b,ITEM_7c19b6b394ac,0,1,42
TERM_f797a1f7,ITEM_93ab454a0ffd,1,1,42
TERM_62d753f4,ITEM_3391988e8700,0,1,42
TERM_999d1f8f,ITEM_a4b1f9abbca9,0,1,42
TERM_f6842058,ITEM_62d95e9477fd,0,1,42
TERM_5adc6f77,ITEM_e81f49f3cee6,1,1,42
TERM_7c01b46d,ITEM_dbecba4dc70c,0,1,42
TERM_4186a043,ITEM_42adf684ad07,0,1,42
TERM_75a50fd6,ITEM_2f06f72b8a52,0,1,42
TERM_11851507,ITEM_1a76f5088019,0,1,42
TERM_c34fc891,ITEM_a415feba15b8,1,1,42
TERM_cea2b3a0,ITEM_77c65d3b189f,1,1,42
TERM_d52a3d49,ITEM_6379255b0e20,1,1,42
TERM_e9daf227,ITEM_8dba8fcfb44f,1,1,42
TERM_ef82c6dc,ITEM_55f5f2a2a548,0,1,42
TERM_84e888a2,ITEM_44963565c8f2,0,1,42
TERM_b039a3f3,ITEM_ed9e88a1e646,0,1,42
TERM_7193a75c,ITEM_6ce707c48603,1,1,42
TERM_584fd524,ITEM_d46627c348a1,0,1,42
TERM_4295421c,ITEM_8a8f27936740,0,1,42
TERM_fcbca72a,ITEM_fe4da54cdf0a,0,1,42
TERM_a0af3490,ITEM_0651ce6a7a78,0,1,42
TERM_fe1c5744,ITEM_6ad9ba241851,1,1,42
TERM_ff47481d,ITEM_0edf464de0f7,0,1,42
TERM_82a4f4a7,ITEM_20e5a2eca0d1,0,1,42
TERM_1868aefa,ITEM_9516d0ed8cd7,1,1,42
TERM_18ffcd33,ITEM_6fcbab960ebf,0,1,42
TERM_8e19fd4b,ITEM_f97115315850,1,1,42
TERM_007e09b0,ITEM_2e2f1fb0de27,1,1,42
TERM_86b7dd68,ITEM_3329523a2c94,0,1,42
TERM_94806072,ITEM_9664e43ce362,0,1,42
TERM_ee192b40,ITEM_0030cfe5b8be,0,1,42
TERM_7f6b6d00,ITEM_1d6911bcc758,1,1,42
TERM_94b67756,ITEM_431358d29c2f,0,1,42
TERM_d4bf561b,ITEM_8f5997c6226c,0,1,42
TERM_5bdd8e53,ITEM_9efa4da06ed7,0,1,42
TERM_cc4cee10,ITEM_4e8627b3aefc,0,1,42
TERM_ec1f3f83,ITEM_1307f02457d6,0,1,42
TERM_c4ba3ab6,ITEM_7969c69ae658,1,1,42
TERM_66d99fe4,ITEM_311ad4587e89,0,1,42
TERM_f1d35c59,ITEM_4ec8eeb3f8e9,1,1,42
TERM_66dcd86e,ITEM_0c96670b0e83,0,1,42
TERM_228b27cb,ITEM_f42e625d9569,0,1,42
TERM_3f07fa43,ITEM_97a5d28837f6,0,1,42
TERM_4f83b19e,ITEM_82ea813b64b4,0,1,42
TERM_9f3e5440,ITEM_fa521f44174a,1,1,42
TERM_686385dd,ITEM_128a1108bfdf,0,1,42
TERM_2240785a,ITEM_3a7083dacbbd,0,1,42
TERM_d666742c,ITEM_f3bec0bca2d0,0,1,42
TERM_1184feed,ITEM_f84d2ad7b490,0,1,42
TERM_faa3e670,ITEM_465e58518e87,1,1,42
TERM_9c50ca5b,ITEM_983fc6ecf7df,0,1,42
TERM_659743df,ITEM_6b35b8c3c1a0,0,1,42
TERM_853b4c61,ITEM_7215da3b4495,1,1,42
TERM_2b809620,ITEM_ab94eca492bb,1,1,42
TERM_69becbb7,ITEM_764bd76de7d4,1,1,42
TERM_a9623fd1,ITEM_aeb24cc7872e,1,1,42
TERM_06b83066,ITEM_fe225acee31c,1,1,42
TERM_6ff97382,ITEM_093e00cb631e,0,1,42
TERM_179587de,ITEM_b96ce060c143,1,1,42
TERM_33e36c4d,ITEM_1c3e0cb9e663,1,1,42
TERM_3634d658,ITEM_89c0129ccb86,0,1,42
TERM_10bcd5ca,ITEM_5860c9600840,0,1,42
TERM_1d28f1bd,ITEM_944e8e631cb4,1,1,42
TERM_27e20b58,ITEM_c1f19e04f5e5,0,1,42
TERM_5e4bfb1e,ITEM_682c797c232f,0,1,42
TERM_4186a043,ITEM_426ddd1bd693,1,1,42
TERM_a2bd5b66,ITEM_f9e0ec0f8c83,0,1,42
TERM_cc98bf46,ITEM_b777bce9d748,0,1,42
TERM_8a041129,ITEM_1b983d97ece9,1,1,42
TERM_7eec3453,ITEM_72d29001f734,1,1,42
TERM_9239f7d2,ITEM_2ab494e0984e,0,1,42
TERM_d145ddd1,ITEM_13f8bd71a326,0,1,42
TERM_c5496926,ITEM_f121b3be8843,0,1,42
TERM_869184ef,ITEM_40447762ffa6,0,1,42
TERM_b4f386ad,ITEM_03b62d9dad65,1,1,42
TERM_129c7937,ITEM_ba0a677bd93b,1,1,42
TERM_71544399,ITEM_e15dd9976922,1,1,42
TERM_5696d6c0,ITEM_9a8a9f2f11f4,0,1,42
TERM_7f87548e,ITEM_262df3be437d,1,1,42
TERM_65d2f05f,ITEM_343227d90cf2,0,1,42
TERM_2d0fd90f,ITEM_5bc94dfb6b29,1,1,42
TERM_0f0f8e30,ITEM_73df306f4196,0,1,42
TERM_c5ba62c7,ITEM_ff298b93f153,1,1,42
TERM_56977b31,ITEM_1cf1dbfd1967,1,1,42
TERM_6113c8de,ITEM_c9b2dab9862d,0,1,42
TERM_f8b0c6e7,ITEM_280165df6f55,1,1,42
TERM_51aa1fd0,ITEM_6c91009952f2,0,1,42
TERM_638fa8e7,ITEM_6b887e63534e,0,1,42
TERM_99739192,ITEM_4ae163d12d80,0,1,42
TERM_e9fc42d2,ITEM_1fd5c271f9e5,0,1,42
TERM_94feff63,ITEM_1e8e4cdb0e9e,0,1,42
TERM_a9a75a22,ITEM_32b4e4347b48,1,1,42
TERM_7a212ead,ITEM_be1fb1951e30,1,1,42
TERM_5f1dcf71,ITEM_4a7439a02f33,1,1,42
TERM_879a27fd,ITEM_917c9dd116e2,0,1,42
TERM_89bfd6f0,ITEM_ee8acfd2478d,1,1,42
TERM_57a91f43,ITEM_b84b2d5fb6a0,1,1,42
TERM_b8a1cdfc,ITEM_ec5e8159e15a,1,1,42
TERM_28a0319f,ITEM_2e92d06545bd,0,1,42
TERM_730ea8a4,ITEM_662609853278,0,1,42
TERM_6107a026,ITEM_fe80ad4a1374,1,1,42
TERM_3f07fa43,ITEM_948e9fa6c4ba,1,1,42
TERM_23b76dfe,ITEM_32882abcf2f8,1,1,42
TERM_7995a6ff,ITEM_4c72bbc1903c,0,1,42
TERM_9503d3a9,ITEM_7b0b7f5beade,0,1,42
TERM_67ca2b92,ITEM_57964116bc54,1,1,42
TERM_6e9f571e,ITEM_b7106dbbada4,1,1,42
TERM_caf54972,ITEM_d2b6bd4749a1,1,1,42
TERM_52718270,ITEM_184ec01e2f58,0,1,42
TERM_b4a19db4,ITEM_004dc3fc7550,0,1,42
TERM_7fcc49d2,ITEM_9c308569c029,1,1,42
TERM_c7ea398a,ITEM_69a28cb27f16,1,1,42
TERM_e90d9132,ITEM_b69502e57728,1,1,42
TERM_afe05c9a,ITEM_8365b1e185a9,0,1,42
TERM_1823ab95,ITEM_c377d048f6ca,0,1,42
TERM_75964b93,ITEM_db13bdf226f2,1,1,42
TERM_871235b4,ITEM_6723a55cbdd5,1,1,42
TERM_97665cc9,ITEM_b4852a216020,0,1,42
TERM_ae66ab02,ITEM_0fc1d8886ef1,0,1,42
TERM_188f90a7,ITEM_b45a93398ca9,0,1,42
TERM_59ded481,ITEM_f0da1a824a68,1,1,42
TERM_b2ef51de,ITEM_dfd20637540d,1,1,42
TERM_9803904b,ITEM_07b74c645515,1,1,42
TERM_28b8bd48,ITEM_428b1213a0dd,1,1,42
TERM_bd8104e8,ITEM_8a620756a30d,0,1,42
TERM_ed452d31,ITEM_823e5d1fc28f,0,1,42
TERM_1b3582d7,ITEM_69f86014984a,0,1,42
TERM_7ef260cb,ITEM_b68a91136769,1,1,42
TERM_7b0e42e4,ITEM_9bbb03dcb2dd,1,1,42
TERM_953e4334,ITEM_0c529502068d,1,1,42
TERM_0eb96104,ITEM_68356bd41857,0,1,42
TERM_52ceab02,ITEM_f7c571b46b8c,1,1,42
TERM_9648848d,ITEM_e15fa17cc5ba,1,1,42
TERM_b436ba2d,ITEM_7cd1ae81d3dc,0,1,42
TERM_f86cb0fb,ITEM_191f82f6d7af,1,1,42
TERM_cb27c73c,ITEM_6369d0e9a080,1,1,42
TERM_20537641,ITEM_07d36264b91e,0,1,42
TERM_28abee3e,ITEM_ef4175f7de16,0,1,42
TERM_8c83b192,ITEM_b9183c5c426b,0,1,42
TERM_0b498faa,ITEM_1713fac93ce9,1,1,42
TERM_a048ad74,ITEM_cfb93d2f544a,1,1,42
TERM_fe012ebf,ITEM_7c813a228719,0,1,42
TERM_58494c67,ITEM_f7aa2ad8da4d,0,1,42
TERM_30f873a6,ITEM_fe95569a175a,0,1,42
TERM_6a915787,ITEM_4b3dbd5b6778,1,1,42
TERM_56d8f9c7,ITEM_882202651d83,1,1,42
TERM_380e6145,ITEM_e9fce92494b6,0,1,42
TERM_cb50d6cc,ITEM_6e745ed447a6,0,1,42
TERM_789e3210,ITEM_31e4583b567e,0,1,42
TERM_0f739ee8,ITEM_02c81b53dac4,0,1,42
TERM_ed00a6c9,ITEM_ce3135d6ff83,1,1,42
TERM_035e1f3c,ITEM_0122c88710b4,0,1,42
TERM_b5d0dd6c,ITEM_10f634f719cb,0,1,42
TERM_6d314b01,ITEM_cdd91f558a31,1,1,42
TERM_b908a37b,ITEM_f23fdaf39f40,1,1,42
TERM_d52a3d49,ITEM_d5341929c2aa,1,1,42
TERM_07a2d349,ITEM_7b5438664533,1,1,42
TERM_8282f4db,ITEM_f9b1dbb05cb3,0,1,42
TERM_4f28168c,ITEM_42bd30b73ed6,1,1,42
TERM_54b8be4c,ITEM_a1552420e4fe,0,1,42
TERM_7b5e738d,ITEM_5131ecdfa795,1,1,42
TERM_3a86fe2d,ITEM_c8f809eda601,1,1,42
TERM_faa3accc,ITEM_ccf547e64fb0,0,1,42
TERM_a3c612ef,ITEM_b69a46f79deb,0,1,42
TERM_22ef5db8,ITEM_1c2c8582f3e0,0,1,42
TERM_e6eb03bd,ITEM_0f1992b0bfe5,0,1,42
TERM_cb87658d,ITEM_18862fce6ab3,1,1,42
TERM_f0220d18,ITEM_2a990fb6ea5e,1,1,42
TERM_a14f12a8,ITEM_ae6d7914899a,0,1,42
TERM_686385dd,ITEM_91066fdd80ef,0,1,42
TERM_3d468615,ITEM_a911de558cc7,0,1,42
TERM_ae3554db,ITEM_2ed0766b2fa2,1,1,42
TERM_513f5a8d,ITEM_62684f2de1ab,1,1,42
TERM_d8c8bf0e,ITEM_071c5250bd11,1,1,42
TERM_d177e098,ITEM_3d9d787a29b3,0,1,42
TERM_136fa250,ITEM_1574aba3ccd2,1,1,42
TERM_2bebe32d,ITEM_c5c67f3e29b8,0,1,42
TERM_908ef791,ITEM_299c639f11d0,1,1,42
TERM_0b6b5ee1,ITEM_20a14aa61c03,1,1,42
